NetworkName,0VOEM1,0VOEM2,0VOEM3,0VOEM4,0VOEM5,0VOEM6,0VOEM7,0VOEM8,0VOEM9,0VOEM10,0VOEM11,0VOEM12,1VOEM1,1VOEM2,1VOEM3,1VOEM4,1VOEM5,1VOEM6,1VOEM7,1VOEM8,1VOEM9,1VOEM10,1VOEM11,1VOEM12,2VOEM1,2VOEM2,2VOEM3,2VOEM4,2VOEM5,2VOEM6,2VOEM7,2VOEM8,2VOEM9,2VOEM10,2VOEM11,2VOEM12,3VOEM1,3VOEM2,3VOEM3,3VOEM4,3VOEM5,3VOEM6,3VOEM7,3VOEM8,3VOEM9,3VOEM10,3VOEM11,3VOEM12
140,31,203,121,73,232,53,97,462,43,45,431,231,21,0,29,38,337,0,0,0,0,0,585,64,18,125,84,37,264,52,68,504,93,31,491,92,26,0,48,31,327,0,0,0,0,0,611,32
141,57,283,209,136,438,101,172,454,53,242,471,260,54,0,72,70,621,0,0,0,0,0,767,85,46,164,177,76,564,112,82,514,81,43,671,125,90,0,72,45,662,0,0,0,0,0,884,46
142,62,284,189,118,382,88,151,242,36,161,636,248,50,0,76,60,538,0,0,0,0,0,879,97,45,301,173,61,450,90,62,488,103,48,764,143,103,0,76,58,498,0,0,0,0,0,950,49
143,55,342,98,111,354,81,117,474,44,148,534,256,39,0,38,57,507,0,0,0,0,0,675,74,54,333,130,47,339,67,108,568,171,37,570,106,87,0,95,48,366,0,0,0,0,0,768,40
144,38,326,190,126,405,93,124,596,35,172,623,254,42,0,40,65,582,0,0,0,0,0,844,93,54,356,164,65,482,96,88,478,111,45,707,132,116,0,128,66,527,0,0,0,0,0,912,47
145,58,327,204,127,410,94,95,600,46,130,701,299,50,0,48,65,581,0,0,0,0,0,900,100,63,121,174,61,447,89,84,537,136,48,758,142,72,0,106,60,525,0,0,0,0,0,966,50
146,49,222,64,103,332,76,130,286,65,109,573,338,39,0,91,53,472,0,0,0,0,0,691,76,75,292,176,41,305,61,83,353,145,40,625,117,62,0,76,67,345,0,0,0,0,0,840,44
147,38,462,149,115,367,84,144,467,48,244,395,152,33,0,40,60,533,0,0,0,0,0,620,68,45,307,111,64,468,93,44,525,80,33,528,99,83,0,103,54,542,0,0,0,0,0,649,34
148,55,183,166,116,375,86,146,330,46,190,517,175,50,0,79,59,527,0,0,0,0,0,747,82,50,254,173,59,440,88,71,521,96,43,660,123,88,0,86,62,499,0,0,0,0,0,859,45
149,48,323,248,129,414,95,117,311,32,200,547,252,53,0,41,65,585,0,0,0,0,0,821,91,48,244,162,66,491,98,30,489,111,44,689,129,74,0,114,43,581,0,0,0,0,0,837,44
150,58,301,143,128,411,94,139,490,36,172,483,319,30,0,55,68,603,0,0,0,0,0,689,76,63,85,187,71,526,105,76,443,82,38,595,111,100,0,83,67,602,0,0,0,0,0,816,42
151,44,369,165,117,375,86,116,453,54,170,666,162,65,0,63,58,513,0,0,0,0,0,853,94,55,288,69,54,393,78,112,403,123,47,732,137,63,0,108,65,462,0,0,0,0,0,868,45
152,31,282,237,141,453,104,94,489,38,223,699,232,48,0,55,73,650,0,0,0,0,0,927,103,65,302,164,73,541,108,61,573,117,50,785,147,101,0,103,54,621,0,0,0,0,0,960,50
153,53,258,177,121,388,89,135,586,56,141,566,192,42,0,49,62,556,0,0,0,0,0,791,87,64,372,124,61,455,91,80,564,99,42,672,126,116,0,105,63,491,0,0,0,0,0,833,43
154,59,327,113,126,405,93,95,440,63,136,647,182,48,0,61,64,576,0,0,0,0,0,770,85,46,193,176,64,471,94,61,484,123,43,664,124,85,0,96,45,544,0,0,0,0,0,856,45
155,56,276,141,115,369,85,127,374,60,124,613,363,49,0,67,58,520,0,0,0,0,0,793,88,71,159,128,54,394,78,111,398,113,43,688,129,84,0,99,61,442,0,0,0,0,0,881,46
156,43,390,227,109,350,80,59,456,31,157,604,240,50,0,44,55,489,0,0,0,0,0,801,89,63,168,197,49,357,71,87,380,124,43,676,126,77,0,70,56,400,0,0,0,0,0,912,48
157,51,294,181,125,401,92,69,389,43,184,566,289,48,0,64,64,570,0,0,0,0,0,735,81,42,333,188,67,500,100,140,575,92,41,639,119,112,0,55,49,555,0,0,0,0,0,919,48
158,38,201,182,93,298,68,87,419,41,129,627,179,41,0,81,47,418,0,0,0,0,0,807,89,35,215,182,40,293,58,94,305,137,45,710,133,87,0,72,52,304,0,0,0,0,0,937,49
159,57,282,220,112,364,84,51,474,36,133,859,259,44,0,47,58,516,0,0,0,0,0,1017,113,47,235,151,53,392,78,110,513,135,54,851,159,129,0,85,70,394,0,0,0,0,0,1057,55
160,77,303,248,100,320,73,78,142,39,147,632,261,32,0,44,52,461,0,0,0,0,0,863,95,35,334,146,48,352,70,47,569,126,46,725,136,61,0,52,60,409,0,0,0,0,0,873,45
161,60,303,155,164,527,121,145,526,66,153,557,234,65,0,86,84,747,0,0,0,0,0,772,85,60,373,176,77,571,114,166,447,200,44,686,128,116,0,126,69,646,0,0,0,0,0,977,51
162,49,316,211,166,534,123,161,610,36,147,724,271,86,0,57,82,737,0,0,0,0,0,987,109,74,332,135,76,563,112,177,391,182,53,835,156,107,0,92,70,644,0,0,0,0,0,1090,57
163,71,354,319,130,420,97,170,447,60,134,538,227,62,0,96,65,585,0,0,0,0,0,925,102,88,276,200,49,362,72,146,439,200,52,816,153,65,0,88,64,418,0,0,0,0,0,1104,58
164,55,315,292,152,490,113,171,390,62,142,542,201,46,0,120,79,709,0,0,0,0,0,905,100,87,260,191,69,513,102,110,450,188,52,820,153,139,0,134,58,545,0,0,0,0,0,1065,56
165,69,320,156,148,475,109,128,512,60,129,591,271,75,0,57,73,657,0,0,0,0,0,788,87,86,313,235,68,504,100,160,456,140,43,676,126,138,0,112,64,534,0,0,0,0,0,1018,53
166,57,400,204,158,508,117,153,332,61,97,682,218,75,0,93,79,708,0,0,0,0,0,936,103,73,196,163,79,584,116,94,407,130,52,823,154,111,0,109,92,668,0,0,0,0,0,1026,54
167,72,350,185,151,484,111,194,1004,67,116,436,202,81,0,102,74,665,0,0,0,0,0,734,81,81,311,209,64,474,94,175,331,184,43,668,125,95,0,71,71,537,0,0,0,0,0,1000,52
168,65,269,134,171,551,127,159,565,59,114,581,280,94,0,93,84,755,0,0,0,0,0,787,87,73,291,117,89,661,132,150,334,105,44,704,132,96,0,119,74,786,0,0,0,0,0,923,48
169,80,356,237,164,527,121,156,626,54,112,645,333,69,0,72,83,743,0,0,0,0,0,935,103,91,258,158,71,531,106,160,468,204,51,805,151,131,0,107,96,577,0,0,0,0,0,1067,56
170,84,368,230,143,462,106,153,406,69,128,739,202,58,0,72,73,653,0,0,0,0,0,1010,112,80,179,135,69,507,101,148,474,139,55,865,162,77,0,137,59,600,0,0,0,0,0,1091,57
171,53,381,120,176,570,131,158,439,80,133,578,317,61,0,75,91,816,0,0,0,0,0,771,85,81,272,188,94,697,139,167,446,129,44,676,126,84,0,120,101,846,0,0,0,0,0,980,51
172,68,384,188,220,711,164,152,362,75,196,493,112,74,0,130,114,1021,0,0,0,0,0,750,83,79,216,134,119,885,177,86,388,171,44,704,132,163,0,94,77,1018,0,0,0,0,0,878,46
173,89,316,263,144,464,107,125,573,73,98,488,278,57,0,58,74,658,0,0,0,0,0,789,87,86,367,137,70,514,102,138,451,132,43,677,127,145,0,123,90,541,0,0,0,0,0,905,47
174,38,423,322,144,462,106,113,410,60,148,637,290,68,0,91,72,644,0,0,0,0,0,965,107,42,408,195,70,522,104,172,499,152,54,844,158,82,0,104,86,614,0,0,0,0,0,1151,60
175,64,276,309,174,561,129,157,418,54,157,468,231,80,0,133,88,784,0,0,0,0,0,841,93,56,271,125,93,693,138,174,393,123,49,779,146,91,0,130,74,833,0,0,0,0,0,1025,53
176,50,368,279,187,604,139,153,597,48,88,436,255,99,0,82,93,831,0,0,0,0,0,782,86,81,461,139,86,637,127,88,418,206,44,691,129,108,0,83,91,742,0,0,0,0,0,873,45
177,67,348,243,150,484,111,173,553,82,102,792,111,78,0,87,75,667,0,0,0,0,0,1088,120,101,376,202,66,484,96,157,366,157,59,940,176,94,0,111,73,552,0,0,0,0,0,1235,64
178,76,387,271,168,541,124,194,457,63,86,501,203,95,0,109,82,738,0,0,0,0,0,870,96,100,218,121,75,558,111,108,353,162,50,783,146,109,0,98,65,635,0,0,0,0,0,962,50
179,60,470,255,170,551,127,161,517,63,125,524,258,67,0,126,87,781,0,0,0,0,0,846,94,120,248,238,78,573,114,165,455,175,50,777,145,108,0,110,54,657,0,0,0,0,0,1121,59
180,40,350,137,164,530,122,70,338,74,125,496,269,95,0,80,81,721,0,0,0,0,0,633,70,89,247,192,82,609,121,96,387,104,37,570,106,115,0,128,80,697,0,0,0,0,0,816,42
181,67,438,244,192,621,143,193,552,70,155,454,145,143,0,151,91,813,0,0,0,0,0,802,89,47,380,157,80,594,118,110,250,263,49,762,142,68,0,32,91,724,0,0,0,0,0,978,51
182,69,279,230,172,556,128,134,424,49,194,564,203,91,0,165,85,765,0,0,0,0,0,836,92,74,378,134,73,540,108,136,328,236,51,800,150,120,0,80,73,601,0,0,0,0,0,1017,53
183,67,305,233,160,518,119,210,434,66,26,725,224,157,0,167,72,640,0,0,0,0,0,1052,116,76,242,132,68,506,101,89,310,130,62,975,182,37,0,72,86,638,0,0,0,0,0,1137,59
184,68,428,248,131,423,97,157,511,80,149,570,224,111,0,147,61,540,0,0,0,0,0,878,97,84,419,163,56,415,83,177,324,102,52,820,153,96,0,72,90,458,0,0,0,0,0,1102,58
185,51,496,205,148,479,110,171,327,66,145,471,144,88,0,139,73,649,0,0,0,0,0,763,84,79,461,193,65,481,96,223,362,162,46,721,135,110,0,93,45,532,0,0,0,0,0,1081,56
186,55,423,196,162,524,121,136,418,57,149,557,215,122,0,132,77,685,0,0,0,0,0,801,88,67,447,174,77,569,113,119,253,126,48,746,139,97,0,105,108,662,0,0,0,0,0,988,51
187,61,306,214,169,544,125,111,349,53,196,495,109,157,0,118,76,681,0,0,0,0,0,738,82,87,307,95,69,504,100,142,422,166,44,684,128,44,0,114,65,629,0,0,0,0,0,875,46
188,72,485,215,152,494,114,117,346,72,156,423,246,109,0,198,73,651,0,0,0,0,0,680,75,42,457,163,67,495,99,65,301,187,45,702,131,98,0,78,75,563,0,0,0,0,0,884,46
189,82,390,336,147,475,109,130,486,37,149,518,250,78,0,136,73,653,0,0,0,0,0,886,98,43,380,193,70,513,102,130,224,170,52,817,153,89,0,72,78,596,0,0,0,0,0,1083,57
190,82,465,273,173,558,128,174,435,67,167,442,155,141,0,48,80,718,0,0,0,0,0,801,88,67,470,236,70,521,104,134,185,210,43,679,127,60,0,113,52,635,0,0,0,0,0,997,52
191,71,350,214,178,574,132,191,434,64,171,622,141,82,0,169,90,802,0,0,0,0,0,925,102,46,322,206,83,617,123,189,302,229,55,875,164,95,0,60,89,728,0,0,0,0,0,1207,63
192,50,375,348,173,559,129,218,246,57,163,443,154,150,0,202,79,711,0,0,0,0,0,909,100,56,323,103,78,574,114,151,228,160,57,888,166,76,0,60,66,690,0,0,0,0,0,1085,57
193,56,278,292,131,421,97,159,421,68,159,544,193,127,0,184,58,522,0,0,0,0,0,896,99,81,359,194,49,359,71,147,376,140,54,864,162,78,0,54,68,401,0,0,0,0,0,1145,60
194,52,417,218,166,535,123,149,410,53,165,530,126,111,0,172,80,713,0,0,0,0,0,808,89,56,387,186,77,570,114,118,252,167,49,784,147,49,0,86,83,712,0,0,0,0,0,1034,54
195,78,325,190,144,465,107,162,355,67,179,492,121,87,0,110,70,629,0,0,0,0,0,760,84,45,93,111,57,423,84,193,346,231,44,696,130,75,0,125,70,489,0,0,0,0,0,950,50
196,60,455,148,154,496,114,227,316,53,150,440,140,117,0,142,72,647,0,0,0,0,0,734,81,85,293,187,56,417,83,127,221,217,45,700,131,97,0,110,60,459,0,0,0,0,0,964,50
197,59,333,256,157,507,117,166,328,41,145,667,188,124,0,110,74,657,0,0,0,0,0,981,108,53,321,113,73,542,108,123,267,136,56,872,163,70,0,93,55,653,0,0,0,0,0,1053,55
198,49,339,188,149,480,110,199,428,63,190,546,189,138,0,152,67,601,0,0,0,0,0,840,93,61,385,152,64,468,93,107,266,139,51,793,148,102,0,63,71,523,0,0,0,0,0,1000,52
199,52,367,164,138,443,102,167,448,95,212,525,192,156,0,189,59,527,0,0,0,0,0,771,85,74,400,214,56,413,82,155,268,99,48,768,144,90,0,56,76,461,0,0,0,0,0,1081,56
200,63,299,236,108,347,80,146,453,63,158,631,186,88,0,134,50,447,0,0,0,0,0,912,101,46,504,179,49,365,73,231,356,86,54,836,156,56,0,80,40,431,0,0,0,0,0,1184,62
201,56,379,243,158,512,118,124,472,76,88,555,143,127,0,98,74,661,0,0,0,0,0,830,92,50,440,221,62,458,91,44,394,227,47,742,139,80,0,36,63,531,0,0,0,0,0,957,50
202,26,348,291,170,547,126,132,537,57,84,401,106,138,0,187,79,705,0,0,0,0,0,742,82,43,381,249,72,533,106,48,328,208,47,743,139,88,0,79,51,623,0,0,0,0,0,988,52
203,66,378,205,172,557,128,178,426,91,119,552,185,142,0,141,80,715,0,0,0,0,0,842,93,63,402,222,69,516,103,59,356,216,50,786,147,73,0,80,58,615,0,0,0,0,0,1014,53
204,66,420,303,182,587,135,150,435,57,119,501,142,159,0,244,83,745,0,0,0,0,0,859,95,67,558,234,79,591,118,48,429,170,56,882,165,85,0,100,83,703,0,0,0,0,0,1106,58
205,63,398,303,220,712,164,187,312,62,103,278,183,152,0,183,105,944,0,0,0,0,0,692,76,62,330,202,106,786,157,36,320,201,44,700,131,72,0,99,45,977,0,0,0,0,0,892,46
206,69,411,260,187,604,139,167,519,86,91,554,145,138,0,186,88,792,0,0,0,0,0,883,98,43,381,203,96,708,141,53,283,129,54,855,160,75,0,52,56,870,0,0,0,0,0,1056,55
207,51,340,262,182,587,135,101,393,57,57,502,222,112,0,247,89,792,0,0,0,0,0,779,86,85,435,188,75,553,110,38,439,243,53,820,153,51,0,107,73,687,0,0,0,0,0,994,52
208,64,408,370,174,563,130,96,407,73,83,441,186,175,0,170,77,692,0,0,0,0,0,817,90,49,330,221,62,462,92,66,363,258,50,789,148,81,0,90,66,535,0,0,0,0,0,1023,53
209,71,511,217,194,628,145,144,458,81,126,497,176,153,0,177,91,814,0,0,0,0,0,773,85,58,280,185,87,647,129,34,450,200,48,760,142,85,0,78,55,778,0,0,0,0,0,931,48
210,54,403,375,157,506,116,116,445,70,81,547,112,118,0,184,74,661,0,0,0,0,0,935,103,55,397,171,65,481,96,54,358,199,57,895,167,111,0,80,43,531,0,0,0,0,0,1064,56
211,58,323,248,185,597,137,212,412,60,96,788,245,190,0,172,81,729,0,0,0,0,0,1124,124,60,390,231,73,538,107,53,346,212,66,1036,194,74,0,72,64,644,0,0,0,0,0,1254,66
212,65,306,277,192,624,144,120,273,68,102,568,160,164,0,153,89,796,0,0,0,0,0,869,96,44,367,165,75,552,110,65,298,289,52,817,153,77,0,72,39,660,0,0,0,0,0,995,52
213,56,484,246,164,529,122,131,506,67,101,543,156,147,0,202,75,668,0,0,0,0,0,828,92,39,400,265,64,468,93,43,492,236,52,824,154,73,0,76,76,552,0,0,0,0,0,1076,56
214,71,254,159,139,445,102,183,366,55,90,333,175,137,0,220,61,549,0,0,0,0,0,608,67,56,396,81,43,312,62,38,398,242,42,662,124,83,0,86,68,334,0,0,0,0,0,742,39
215,38,411,217,179,577,133,172,365,39,139,360,176,143,0,165,83,746,0,0,0,0,0,675,74,70,459,177,72,528,105,43,309,231,42,672,126,101,0,60,50,604,0,0,0,0,0,848,44
216,43,318,271,195,631,145,101,437,56,95,451,174,129,0,161,94,842,0,0,0,0,0,741,82,62,517,111,83,612,122,56,484,262,46,721,135,68,0,73,60,749,0,0,0,0,0,844,44
217,48,398,314,188,607,140,157,615,68,96,508,125,103,0,207,93,832,0,0,0,0,0,882,97,45,445,133,87,643,128,53,326,237,55,871,163,71,0,76,61,787,0,0,0,0,0,1005,52
218,53,445,270,193,624,144,131,440,81,117,653,117,125,0,184,93,836,0,0,0,0,0,949,105,46,251,177,91,669,133,47,473,214,58,906,169,90,0,53,53,803,0,0,0,0,0,1074,56
219,60,499,283,196,633,146,145,447,54,108,532,183,170,0,151,90,805,0,0,0,0,0,864,96,44,351,218,87,650,130,48,322,201,51,812,152,94,0,76,73,773,0,0,0,0,0,1025,53
220,63,244,265,150,485,112,134,437,95,138,316,214,179,0,188,64,568,0,0,0,0,0,644,71,37,470,177,48,354,70,62,339,241,43,665,124,118,0,101,64,354,0,0,0,0,0,859,45
221,54,447,206,173,557,128,165,489,69,87,390,129,174,0,223,76,684,0,0,0,0,0,685,76,68,232,143,61,450,90,86,316,242,46,726,136,56,0,62,128,545,0,0,0,0,0,908,47
222,77,369,250,160,517,119,126,364,68,126,470,129,163,0,221,71,633,0,0,0,0,0,762,84,79,405,170,71,526,105,100,413,99,50,786,147,118,0,82,239,584,0,0,0,0,0,1004,52
223,62,405,197,208,673,155,140,389,51,86,374,132,195,0,246,94,841,0,0,0,0,0,640,71,78,425,214,79,579,115,78,276,278,46,708,132,86,0,84,165,687,0,0,0,0,0,950,50
224,60,334,211,194,628,145,165,324,78,107,633,157,229,0,228,83,738,0,0,0,0,0,909,100,95,234,140,71,530,106,73,352,196,58,909,170,75,0,58,182,632,0,0,0,0,0,1066,56
225,53,512,214,177,573,132,178,294,44,97,310,173,166,0,207,80,716,0,0,0,0,0,632,70,82,428,197,71,525,105,82,296,189,43,671,125,70,0,74,138,631,0,0,0,0,0,903,47
226,52,492,356,224,728,168,109,454,74,106,408,165,175,0,152,105,945,0,0,0,0,0,786,87,45,352,240,85,627,125,99,353,378,48,750,140,105,0,92,152,732,0,0,0,0,0,1035,54
227,58,314,328,183,590,136,89,525,79,81,469,213,222,0,166,77,687,0,0,0,0,0,798,88,92,429,198,64,471,94,90,324,201,49,771,144,50,0,50,165,579,0,0,0,0,0,1007,52
228,73,304,278,204,663,153,167,334,60,111,582,110,262,0,206,85,758,0,0,0,0,0,925,102,62,531,137,81,603,120,68,279,178,58,904,169,75,0,68,161,729,0,0,0,0,0,1054,55
229,56,479,166,170,548,126,131,297,72,108,383,172,188,0,167,73,656,0,0,0,0,0,612,68,68,403,163,53,387,77,62,405,274,40,623,116,82,0,64,141,435,0,0,0,0,0,806,42
230,67,363,320,175,568,131,108,519,65,85,346,219,196,0,181,76,678,0,0,0,0,0,697,77,61,438,153,72,528,105,139,349,165,45,702,131,41,0,57,122,664,0,0,0,0,0,945,49
231,42,425,231,200,648,149,131,364,60,156,775,225,163,0,207,93,834,0,0,0,0,0,1024,113,58,313,167,91,677,135,63,241,192,63,984,184,45,0,52,177,858,0,0,0,0,0,1154,60
232,60,478,357,155,501,115,162,381,54,110,618,98,180,0,180,66,591,0,0,0,0,0,1024,113,78,451,157,56,412,82,99,315,167,61,963,180,80,0,56,203,470,0,0,0,0,0,1159,60
233,75,356,253,230,745,172,150,315,71,121,582,127,271,0,242,98,876,0,0,0,0,0,887,98,99,207,200,90,672,134,93,261,203,57,903,169,95,0,71,142,801,0,0,0,0,0,1137,59
234,51,485,274,175,565,130,174,272,20,144,670,201,129,0,297,83,741,0,0,0,0,0,1007,111,105,414,187,64,477,95,43,347,242,66,1043,195,66,0,84,174,570,0,0,0,0,0,1210,63
235,60,344,385,199,640,147,138,267,98,127,500,175,229,0,226,85,757,0,0,0,0,0,921,102,81,403,219,74,549,109,73,332,212,58,917,172,61,0,92,98,671,0,0,0,0,0,1149,60
236,56,454,176,172,556,128,149,271,56,93,364,189,149,0,155,79,707,0,0,0,0,0,621,68,48,289,161,59,433,86,40,452,305,40,620,116,58,0,60,105,520,0,0,0,0,0,780,41
237,50,575,219,163,523,120,86,431,73,115,411,172,101,0,226,79,705,0,0,0,0,0,645,71,92,451,111,56,412,82,73,384,280,45,696,130,66,0,80,164,484,0,0,0,0,0,836,44
238,77,329,258,160,517,119,164,310,45,142,421,146,164,0,239,71,632,0,0,0,0,0,759,84,53,391,153,66,484,96,78,317,166,51,798,149,71,0,75,109,575,0,0,0,0,0,978,51
239,59,453,311,204,659,152,141,285,84,99,693,121,151,0,216,97,864,0,0,0,0,0,1031,114,82,410,175,74,544,108,68,310,335,63,997,187,63,0,77,177,663,0,0,0,0,0,1178,62
240,63,384,372,188,608,140,154,248,58,131,429,140,184,0,209,84,752,0,0,0,0,0,860,95,121,330,141,58,431,86,67,355,284,54,855,160,74,0,89,133,501,0,0,0,0,0,1010,53
241,70,381,193,176,569,131,145,219,55,211,478,163,188,0,150,77,688,0,0,0,0,0,735,81,66,267,180,72,531,106,77,346,168,45,708,132,76,0,99,143,633,0,0,0,0,0,917,48
242,85,514,207,156,501,115,170,359,38,177,353,192,168,0,202,68,604,0,0,0,0,0,657,73,77,334,119,54,405,81,102,215,190,44,687,128,92,0,68,204,448,0,0,0,0,0,863,45
243,71,426,250,188,607,140,96,442,60,234,424,206,171,0,232,85,764,0,0,0,0,0,693,77,99,407,156,67,492,98,79,363,258,47,740,138,52,0,67,186,605,0,0,0,0,0,927,48
244,75,455,193,172,555,128,137,452,69,212,421,119,185,0,223,75,670,0,0,0,0,0,676,75,55,443,191,68,503,100,46,312,187,46,719,134,90,0,88,236,581,0,0,0,0,0,909,47
245,63,317,204,174,562,129,171,302,72,195,294,159,190,0,193,76,675,0,0,0,0,0,603,66,104,414,247,57,420,84,75,400,227,41,636,119,79,0,70,266,482,0,0,0,0,0,911,47
246,61,435,151,165,532,122,134,334,56,209,385,176,161,0,139,74,658,0,0,0,0,0,603,67,71,451,171,54,402,80,69,470,259,38,593,111,80,0,55,118,456,0,0,0,0,0,792,41
247,80,380,210,178,573,132,100,255,62,135,303,152,208,0,301,75,675,0,0,0,0,0,552,61,58,436,129,70,514,102,41,410,178,44,682,127,58,0,71,180,628,0,0,0,0,0,810,42
248,53,422,165,188,609,140,199,380,39,212,337,93,182,0,202,84,755,0,0,0,0,0,631,70,95,469,194,67,496,99,47,348,248,43,666,124,70,0,68,170,592,0,0,0,0,0,862,45
249,66,387,227,183,590,136,127,341,46,189,343,147,209,0,190,78,700,0,0,0,0,0,628,69,102,365,197,67,494,98,78,374,182,42,654,122,65,0,89,213,594,0,0,0,0,0,883,46
250,54,299,261,148,478,110,91,360,56,159,336,185,131,0,200,68,605,0,0,0,0,0,620,68,104,363,190,59,434,86,75,307,135,41,656,123,64,0,63,145,515,0,0,0,0,0,875,46
251,91,434,382,212,686,158,110,381,94,213,413,131,232,0,218,92,824,0,0,0,0,0,815,90,84,332,215,82,609,121,83,302,223,53,826,154,46,0,103,210,766,0,0,0,0,0,1068,56
252,70,450,287,187,607,140,82,436,78,139,576,163,176,0,169,85,758,0,0,0,0,0,851,94,65,485,202,72,540,108,75,339,238,51,816,153,71,0,84,170,649,0,0,0,0,0,1039,54
253,74,400,341,218,703,162,107,492,41,160,484,167,246,0,241,94,837,0,0,0,0,0,839,93,45,172,224,73,546,109,80,239,340,54,864,162,72,0,54,103,656,0,0,0,0,0,1110,58
254,87,301,174,187,605,139,116,381,82,290,437,184,190,0,146,83,741,0,0,0,0,0,655,72,83,468,169,74,547,109,82,371,194,41,640,120,89,0,52,158,641,0,0,0,0,0,847,44
255,101,417,245,204,658,151,150,194,60,144,611,156,204,0,192,90,809,0,0,0,0,0,906,100,74,381,225,86,642,128,70,341,183,56,878,164,62,0,71,122,794,0,0,0,0,0,1115,58
256,79,441,258,187,603,139,61,450,46,195,529,189,259,0,133,75,670,0,0,0,0,0,764,84,57,491,151,63,464,92,40,435,224,46,717,134,72,0,99,163,547,0,0,0,0,0,863,45
257,39,496,214,160,516,119,154,451,52,131,282,109,204,0,129,66,591,0,0,0,0,0,585,65,104,342,163,55,407,81,41,313,146,36,571,107,60,0,74,196,483,0,0,0,0,0,737,38
258,70,464,257,188,605,139,171,300,61,134,340,201,228,0,199,79,704,0,0,0,0,0,692,76,92,427,128,64,472,94,65,424,219,46,712,133,69,0,66,133,561,0,0,0,0,0,860,45
259,70,271,327,160,515,118,164,329,67,156,359,161,199,0,195,66,594,0,0,0,0,0,765,85,64,355,150,53,390,78,98,325,206,48,768,144,61,0,66,163,460,0,0,0,0,0,966,50
260,83,436,220,199,640,147,179,223,41,223,408,156,152,0,188,93,834,0,0,0,0,0,727,80,80,381,136,74,549,109,75,489,298,46,732,137,76,0,41,159,656,0,0,0,0,0,896,47
261,59,588,150,172,557,128,120,282,69,72,650,131,214,0,179,72,643,0,0,0,0,0,828,92,32,445,137,71,526,105,90,436,157,51,805,151,79,0,46,211,623,0,0,0,0,0,981,51
262,68,258,258,168,543,125,148,439,72,58,486,123,175,0,281,74,661,0,0,0,0,0,803,89,62,461,158,62,456,91,37,505,217,55,867,162,60,0,71,268,549,0,0,0,0,0,1009,53
263,74,389,241,173,557,128,102,475,59,63,424,160,132,0,166,81,726,0,0,0,0,0,691,76,65,300,155,70,525,105,90,293,217,44,685,128,65,0,110,131,635,0,0,0,0,0,884,46
264,43,628,180,188,607,140,81,325,47,55,214,113,263,0,254,75,672,0,0,0,0,0,428,47,42,441,129,72,537,107,61,395,168,35,545,102,68,0,48,187,648,0,0,0,0,0,699,36
265,120,339,227,186,602,139,104,390,56,59,632,150,161,0,219,86,766,0,0,0,0,0,867,96,58,345,146,76,567,113,63,301,227,56,868,162,69,0,73,114,687,0,0,0,0,0,1024,53
266,85,463,331,195,627,144,149,347,76,68,559,151,239,0,174,81,727,0,0,0,0,0,936,103,52,532,131,70,520,104,62,436,236,56,888,166,58,0,54,199,636,0,0,0,0,0,1027,54
267,75,344,281,161,521,120,113,324,81,67,507,151,134,0,234,75,668,0,0,0,0,0,811,90,51,363,150,67,493,98,79,478,199,53,836,156,83,0,80,146,575,0,0,0,0,0,1012,53
268,75,376,200,201,650,150,91,242,74,51,385,122,232,0,214,86,769,0,0,0,0,0,609,67,28,416,166,76,558,111,64,386,269,42,658,123,70,0,75,162,675,0,0,0,0,0,844,44
269,79,318,259,194,625,144,106,503,51,69,348,111,207,0,193,84,756,0,0,0,0,0,642,71,36,447,219,78,585,117,48,394,219,42,668,125,91,0,74,121,689,0,0,0,0,0,889,46
270,72,410,256,193,622,143,133,237,59,58,409,142,216,0,233,83,742,0,0,0,0,0,719,79,61,583,182,77,569,113,47,235,195,49,761,142,80,0,65,182,679,0,0,0,0,0,941,49
271,109,471,136,197,637,147,119,356,42,51,726,145,198,0,206,87,783,0,0,0,0,0,883,98,53,355,167,90,672,134,64,418,145,55,871,163,100,0,79,193,796,0,0,0,0,0,1047,55
272,65,393,301,148,481,111,121,427,78,47,425,180,188,0,236,62,552,0,0,0,0,0,763,84,62,563,174,64,469,93,38,300,83,51,799,149,72,0,69,222,554,0,0,0,0,0,961,50
273,82,365,244,174,563,130,122,400,66,39,556,189,152,0,257,80,715,0,0,0,0,0,830,92,64,619,161,64,469,93,36,298,262,55,869,163,52,0,51,208,574,0,0,0,0,0,1013,53
274,73,375,256,150,482,111,134,291,39,40,444,159,182,0,219,63,561,0,0,0,0,0,751,83,60,420,171,44,318,63,59,384,246,49,776,145,67,0,60,190,358,0,0,0,0,0,956,50
